OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,SalesTeam,_CustomerID,Customer,Sales_Region,_StoreID,_ProductID,Product,OrderQuantity,DiscountApplied,UnitPrice,UnitCost,CityName,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,HouseholdIncome,MedianIncome,LandArea,WaterArea,TimeZone
SO - 0003992,Distributor,WARE-UHY1004,5/15/2019,9/1/2019,9/18/2019,9/25/2019,USD,22,Joe Price,15,Rochester Ltd,Northeast,246,1,Cookware,2.000000,0.050000,2425.400000,1722.03,Paterson,Passaic County,NJ,New Jersey,City,40.916770,-74.171810,973.000000,147754.000000,43037.000000,32915.000000,21790122.000000,762701.000000,America/New York
SO - 0003993,In-Store,WARE-XYS1001,5/15/2019,9/2/2019,9/5/2019,9/15/2019,USD,9,Joshua Ryan,13,Ole Group,Midwest,19,30,Wall Coverings,1.000000,0.100000,3825.700000,2907.53,Berkeley,Alameda County,CA,California,City,37.871590,-122.272750,510.000000,120972.000000,45917.000000,66237.000000,27106077.000000,18715614.000000,America/Los Angeles
SO - 0003994,Wholesale,WARE-PUJ1005,5/15/2019,9/2/2019,9/27/2019,10/1/2019,USD,26,Donald Reynolds,37,AuroMedics Corp,South,322,39,Floor Lamps,5.000000,0.300000,1139.000000,603.67,Grand Prairie,Tarrant County/Ellis County/Dallas County,TX,Texas,City,32.686950,-97.021100,972.000000,187809.000000,59196.000000,56475.000000,187154949.000000,23055080.000000,America/Chicago
SO - 0003995,In-Store,WARE-UHY1004,5/15/2019,9/3/2019,9/29/2019,10/2/2019,USD,9,Joshua Ryan,44,Winthrop ,Midwest,252,22,Wine Storage,6.000000,0.050000,187.600000,129.44,Las Vegas,Clark County,NV,Nevada,City,36.174970,-115.137220,702.000000,623747.000000,215614.000000,50202.000000,348034258.000000,133982.000000,America/Los Angeles
SO - 0003996,Distributor,WARE-PUJ1005,5/15/2019,9/3/2019,10/1/2019,10/7/2019,USD,22,Joe Price,35,Amylin Group,Northeast,306,31,Candleholders,6.000000,0.100000,864.300000,613.65,Nashville,Davidson County,TN,Tennessee,Metropolitan Government,36.169130,-86.784790,615.000000,678889.000000,248677.000000,41759.000000,1304953365.000000,56649279.000000,America/Chicago
SO - 0003997,Wholesale,WARE-NMK1003,5/15/2019,9/3/2019,9/13/2019,9/16/2019,USD,28,Carlos Miller,31,Uriel Group,West,126,36,Clocks,3.000000,0.050000,5701.700000,2850.85,Miami,Miami-Dade County,FL,Florida,City,25.774270,-80.193660,305.000000,441003.000000,157347.000000,31051.000000,93204587.000000,51995800.000000,America/New York
SO - 0003998,In-Store,WARE-PUJ1005,5/15/2019,9/3/2019,9/21/2019,9/30/2019,USD,10,Jonathan Hawkins,13,Ole Group,West,329,25,TV and video,2.000000,0.075000,904.500000,714.56,McAllen,Hidalgo County,TX,Texas,City,26.203410,-98.230010,956.000000,140269.000000,42225.000000,44254.000000,151143159.000000,1038050.000000,America/Chicago
SO - 0003999,In-Store,WARE-NBV1002,5/15/2019,9/3/2019,9/13/2019,9/17/2019,USD,6,Joshua Bennett,39,Victory Ltd,Northeast,72,15,Outdoor Furniture,1.000000,0.400000,1159.100000,822.96,San Jose,Santa Clara County,CA,California,City,37.339390,-121.894960,408.000000,1026908.000000,314297.000000,84647.000000,459749746.000000,7803332.000000,America/Los Angeles
SO - 0004000,Wholesale,WARE-PUJ1005,5/15/2019,9/3/2019,9/6/2019,9/8/2019,USD,25,Patrick Graham,41,Weimei Corp,South,311,17,Furniture Cushions,1.000000,0.150000,247.900000,176.01,Beaumont,Jefferson County,TX,Texas,City,30.086050,-94.101850,409.000000,118129.000000,46193.000000,40992.000000,212750142.000000,7553306.000000,America/Chicago
SO - 0004001,In-Store,WARE-MKL1006,5/15/2019,9/3/2019,9/17/2019,9/22/2019,USD,9,Joshua Ryan,2,WakeFern ,Midwest,339,47,Audio,7.000000,0.050000,3919.500000,1802.97,San Angelo,Tom Green County,TX,Texas,City,31.463770,-100.437040,325.000000,100450.000000,36409.000000,44802.000000,155255892.000000,5940332.000000,America/Chicago
SO - 0004002,In-Store,WARE-NMK1003,5/15/2019,9/3/2019,9/27/2019,10/2/2019,USD,12,Carl Nguyen,45,Nipro ,Midwest,200,45,Home Fragrances,1.000000,0.200000,2559.400000,1714.80,Louisville,Jefferson County,KY,Kentucky,City,38.254240,-85.759410,502.000000,760026.000000,0.000000,0.000000,159116437.000000,12579358.000000,America/New York
SO - 0004003,In-Store,WARE-NMK1003,5/15/2019,9/3/2019,9/13/2019,9/16/2019,USD,1,Adam Hernandez,25,Prasco Group,Northeast,112,41,Collectibles,6.000000,0.075000,2572.800000,1183.49,Waterbury (Town),New Haven County,CT,Connecticut,Town,41.558500,-73.036680,203.000000,108802.000000,40213.000000,40467.000000,73880017.000000,1086045.000000,America/New York
SO - 0004004,Online,WARE-UHY1004,5/15/2019,9/3/2019,9/18/2019,9/20/2019,USD,19,Nicholas Cunningham,4,ETUDE Ltd,South,221,21,Floral,1.000000,0.075000,2767.100000,1743.27,St. Paul,Ramsey County,MN,Minnesota,City,44.944410,-93.093270,651.000000,300851.000000,112988.000000,48757.000000,134612878.000000,10884750.000000,America/Chicago
SO - 0004005,Online,WARE-UHY1004,5/15/2019,9/4/2019,9/22/2019,9/25/2019,USD,19,Nicholas Cunningham,18,Eminence Corp,South,247,37,Platters,7.000000,0.075000,1916.200000,1034.75,Woodbridge (Township),Middlesex County,NJ,New Jersey,Township,40.560730,-74.292700,848.000000,102105.000000,33375.000000,79720.000000,60235960.000000,3515266.000000,America/New York
SO - 0004006,Online,WARE-NMK1003,5/15/2019,9/4/2019,9/21/2019,9/27/2019,USD,19,Nicholas Cunningham,45,Nipro ,South,189,43,Festive,5.000000,0.050000,1715.200000,943.36,South Bend,St. Joseph County,IN,Indiana,City,41.683380,-86.250010,574.000000,101516.000000,39448.000000,34523.000000,107226145.000000,1077799.000000,America/Indiana/Indianapolis
SO - 0004007,Online,WARE-XYS1001,5/15/2019,9/4/2019,9/24/2019,9/29/2019,USD,13,Todd Roberts,39,Victory Ltd,West,2,26,Candles,3.000000,0.075000,1011.700000,586.79,Huntsville,Limestone County/Madison County,AL,Alabama,City,34.699010,-86.672980,256.000000,190582.000000,78554.000000,48775.000000,552604579.000000,3452021.000000,America/Chicago
SO - 0004008,In-Store,WARE-MKL1006,5/15/2019,9/4/2019,9/12/2019,9/14/2019,USD,2,Keith Griffin,23,E. Ltd,Northeast,341,10,Blankets,6.000000,0.050000,1025.100000,676.57,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.172560,-95.509810,832.000000,102911.000000,38114.000000,109917.000000,111856589.000000,1380351.000000,America/Chicago
SO - 0004009,Distributor,WARE-UHY1004,5/15/2019,9/5/2019,9/11/2019,9/20/2019,USD,23,Douglas Tucker,32,OHTA'S Corp,Midwest,241,20,Bar Tools,6.000000,0.100000,1065.300000,830.93,Manchester,Hillsborough County,NH,New Hampshire,City,42.995640,-71.454790,603.000000,110229.000000,45145.000000,54282.000000,85627013.000000,4850146.000000,America/New York
SO - 0004010,Online,WARE-MKL1006,5/15/2019,9/5/2019,9/23/2019,10/2/2019,USD,13,Todd Roberts,47,Niconovum Corp,West,332,18,Basketball,6.000000,0.050000,1132.300000,905.84,Midland,Martin County/Midland County,TX,Texas,City,32.024640,-102.113470,432.000000,132950.000000,43214.000000,69173.000000,192622240.000000,460027.000000,America/Chicago
SO - 0004011,Distributor,WARE-XYS1001,5/15/2019,9/5/2019,9/20/2019,9/29/2019,USD,21,Samuel Fowler,13,Ole Group,Midwest,21,4,Serveware,2.000000,0.050000,884.400000,689.83,Carlsbad,San Diego County,CA,California,City,33.158090,-117.350590,760.000000,113453.000000,42791.000000,90597.000000,97713477.000000,3595655.000000,America/Los Angeles
SO - 0004012,In-Store,WARE-NMK1003,5/15/2019,9/5/2019,9/10/2019,9/19/2019,USD,8,George Lewis,24,Burt's Corp,West,133,45,Home Fragrances,8.000000,0.100000,971.500000,524.61,Port St. Lucie,St. Lucie County,FL,Florida,City,27.293930,-80.350330,772.000000,179413.000000,59221.000000,49813.000000,307920898.000000,4193519.000000,America/New York
SO - 0004013,In-Store,WARE-PUJ1005,5/15/2019,9/5/2019,9/17/2019,9/23/2019,USD,3,Jerry Green,23,E. Ltd,West,311,18,Basketball,4.000000,0.075000,1782.200000,1301.01,Beaumont,Jefferson County,TX,Texas,City,30.086050,-94.101850,409.000000,118129.000000,46193.000000,40992.000000,212750142.000000,7553306.000000,America/Chicago
SO - 0004014,In-Store,WARE-XYS1001,5/15/2019,9/5/2019,9/17/2019,9/26/2019,USD,4,Chris Armstrong,3,"Elorac, Corp",Northeast,43,10,Blankets,6.000000,0.300000,1112.200000,500.49,Inglewood,Los Angeles County,CA,California,City,33.961680,-118.353130,424.000000,111666.000000,36667.000000,42044.000000,23485845.000000,63502.000000,America/Los Angeles
SO - 0004015,In-Store,WARE-NMK1003,5/15/2019,9/5/2019,9/29/2019,10/1/2019,USD,8,George Lewis,17,Pure Group,West,116,40,Rugs,2.000000,0.150000,2412.000000,1616.04,Clearwater,Pinellas County,FL,Florida,City,27.978950,-82.766570,727.000000,113003.000000,46234.000000,44198.000000,67027321.000000,36469162.000000,America/New York
SO - 0004016,In-Store,WARE-XYS1001,5/15/2019,9/5/2019,9/29/2019,10/1/2019,USD,9,Joshua Ryan,13,Ole Group,Midwest,53,8,Cocktail Glasses,1.000000,0.150000,3899.400000,3080.53,Oakland,Alameda County,CA,California,City,37.804370,-122.270800,510.000000,419267.000000,158424.000000,54618.000000,144762241.000000,56897826.000000,America/Los Angeles
SO - 0004017,In-Store,WARE-XYS1001,5/15/2019,9/5/2019,9/29/2019,9/30/2019,USD,6,Joshua Bennett,27,Wuxi Group,Northeast,25,23,Accessories,3.000000,0.100000,3979.800000,3263.44,Corona,Riverside County,CA,California,City,33.875290,-117.566440,951.000000,164226.000000,48156.000000,74149.000000,102233537.000000,211897.000000,America/Los Angeles
SO - 0004018,Online,WARE-MKL1006,5/15/2019,9/6/2019,9/23/2019,10/3/2019,USD,12,Carl Nguyen,50,Sundial ,Midwest,366,40,Rugs,2.000000,0.100000,2519.200000,1410.75,Madison,Dane County,WI,Wisconsin,City,43.073050,-89.401230,608.000000,248951.000000,104087.000000,54896.000000,199339279.000000,44491310.000000,America/Chicago
SO - 0004019,In-Store,WARE-NMK1003,5/15/2019,9/6/2019,9/27/2019,10/7/2019,USD,2,Keith Griffin,19,Qualitest ,Northeast,113,15,Outdoor Furniture,1.000000,0.050000,850.900000,570.10,Washington,District of Columbia,DC,District of Columbia,City,38.904100,-77.017230,202.000000,672228.000000,273390.000000,70848.000000,158364992.000000,18633403.000000,America/New York
SO - 0004020,In-Store,WARE-NMK1003,5/15/2019,9/6/2019,9/24/2019,9/27/2019,USD,9,Joshua Ryan,45,Nipro ,Midwest,187,45,Home Fragrances,2.000000,0.075000,1969.800000,1654.63,North,Lake County,IN,Indiana,Township,41.613290,-87.470850,219.000000,157105.000000,58240.000000,44334.000000,137725287.000000,14822486.000000,America/Chicago
SO - 0004021,Online,WARE-NBV1002,5/15/2019,9/6/2019,9/27/2019,10/4/2019,USD,17,Frank Brown,24,Burt's Corp,Northeast,71,35,Table Linens,8.000000,0.400000,1078.700000,614.86,San Francisco,San Francisco County,CA,California,City,37.775000,-122.419440,415.000000,864816.000000,353287.000000,81294.000000,121455687.000000,479136515.000000,America/Los Angeles
SO - 0004022,In-Store,WARE-NBV1002,5/15/2019,9/6/2019,10/4/2019,10/7/2019,USD,8,George Lewis,32,OHTA'S Corp,West,82,19,Vanities,1.000000,0.075000,1876.000000,1482.04,Temecula,Riverside County,CA,California,City,33.493640,-117.148360,951.000000,112011.000000,32835.000000,79925.000000,96518165.000000,30591.000000,America/Los Angeles
SO - 0004023,Online,WARE-XYS1001,5/15/2019,9/6/2019,9/12/2019,9/17/2019,USD,16,Anthony Berry,11,Apollo Ltd,West,25,41,Collectibles,4.000000,0.075000,1775.500000,1384.89,Corona,Riverside County,CA,California,City,33.875290,-117.566440,951.000000,164226.000000,48156.000000,74149.000000,102233537.000000,211897.000000,America/Los Angeles
SO - 0004024,Online,WARE-NBV1002,5/15/2019,9/7/2019,9/27/2019,9/29/2019,USD,20,Anthony Torres,13,Ole Group,West,65,37,Platters,1.000000,0.075000,844.200000,464.31,Roseville,Placer County,CA,California,City,38.752120,-121.288010,916.000000,130269.000000,46547.000000,75867.000000,111337848.000000,3366.000000,America/Los Angeles
SO - 0004025,Distributor,WARE-UHY1004,5/15/2019,9/7/2019,9/27/2019,10/2/2019,USD,23,Douglas Tucker,48,"Fenwal, Corp",Midwest,225,4,Serveware,1.000000,0.100000,167.500000,95.48,Springfield,Christian County/Greene County,MO,Missouri,City,37.194150,-93.291300,417.000000,166810.000000,71268.000000,33557.000000,213158276.000000,1530246.000000,America/Chicago
SO - 0004026,Distributor,WARE-MKL1006,5/15/2019,9/7/2019,9/9/2019,9/16/2019,USD,21,Samuel Fowler,43,"Exact-Rx, Corp",Midwest,347,5,Bathroom Furniture,5.000000,0.050000,1105.500000,807.02,West Jordan,Salt Lake County,UT,Utah,City,40.609670,-111.939100,385.000000,111946.000000,31742.000000,68442.000000,83717638.000000,0.000000,America/Denver
SO - 0004027,In-Store,WARE-NBV1002,5/15/2019,9/7/2019,9/15/2019,9/19/2019,USD,3,Jerry Green,44,Winthrop ,West,73,36,Clocks,7.000000,0.050000,3082.000000,2342.32,San Mateo,San Mateo County,CA,California,City,37.562990,-122.325530,650.000000,103536.000000,37861.000000,90208.000000,31415730.000000,9721639.000000,America/Los Angeles
SO - 0004028,Distributor,WARE-XYS1001,5/15/2019,9/7/2019,9/22/2019,9/23/2019,USD,23,Douglas Tucker,33,Trigen ,Midwest,50,18,Basketball,2.000000,0.100000,864.300000,717.37,Moreno Valley,Riverside County,CA,California,City,33.937520,-117.230590,951.000000,204198.000000,51693.000000,54590.000000,132800801.000000,504194.000000,America/Los Angeles
SO - 0004029,Online,WARE-MKL1006,5/15/2019,9/7/2019,9/26/2019,9/28/2019,USD,18,Shawn Wallace,48,"Fenwal, Corp",South,340,30,Wall Coverings,6.000000,0.050000,2646.500000,1402.65,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.472400,-98.525140,210.000000,1469845.000000,488645.000000,46744.000000,1193951388.000000,14825948.000000,America/Chicago
SO - 0004030,In-Store,WARE-UHY1004,5/15/2019,9/8/2019,10/1/2019,10/6/2019,USD,3,Jerry Green,24,Burt's Corp,West,250,33,Outdoor Decor,7.000000,0.150000,1748.700000,1451.42,Enterprise,Clark County,NV,Nevada,CDP,36.025250,-115.241940,702.000000,124564.000000,43699.000000,68137.000000,120207609.000000,0.000000,America/Los Angeles
SO - 0004031,Wholesale,WARE-NBV1002,5/15/2019,9/8/2019,10/6/2019,10/16/2019,USD,27,Shawn Torres,20,Pacific Ltd,Northeast,80,22,Wine Storage,6.000000,0.150000,1755.400000,983.02,Stockton,San Joaquin County,CA,California,City,37.957700,-121.290780,209.000000,305658.000000,92440.000000,44797.000000,159717213.000000,7984586.000000,America/Los Angeles
SO - 0004032,Distributor,WARE-UHY1004,5/15/2019,9/8/2019,10/6/2019,10/9/2019,USD,22,Joe Price,8,Medsep Group,Northeast,240,47,Audio,6.000000,0.200000,1105.500000,851.24,Omaha,Douglas County,NE,Nebraska,City,41.258610,-95.937790,402.000000,443885.000000,173764.000000,49896.000000,344973715.000000,9140906.000000,America/Chicago
SO - 0004033,Online,WARE-MKL1006,5/15/2019,9/9/2019,9/13/2019,9/17/2019,USD,14,Paul Holmes,20,Pacific Ltd,Midwest,329,46,Sculptures,1.000000,0.100000,1105.500000,652.25,McAllen,Hidalgo County,TX,Texas,City,26.203410,-98.230010,956.000000,140269.000000,42225.000000,44254.000000,151143159.000000,1038050.000000,America/Chicago
SO - 0004034,Online,WARE-NMK1003,5/15/2019,9/9/2019,9/28/2019,10/7/2019,USD,13,Todd Roberts,27,Wuxi Group,West,165,22,Wine Storage,6.000000,0.400000,3953.000000,2925.22,Milton,DuPage County,IL,Illinois,Township,41.858570,-88.089480,630.000000,118844.000000,43510.000000,84039.000000,88967140.000000,2353781.000000,America/Chicago
SO - 0004035,In-Store,WARE-XYS1001,5/15/2019,9/9/2019,9/14/2019,9/20/2019,USD,5,Stephen Payne,11,Apollo Ltd,South,46,4,Serveware,7.000000,0.200000,5815.600000,4129.08,Lancaster,Los Angeles County,CA,California,City,34.698040,-118.136740,661.000000,161103.000000,47427.000000,47225.000000,244230402.000000,681671.000000,America/Los Angeles
SO - 0004036,Online,WARE-NMK1003,5/15/2019,9/9/2019,9/28/2019,10/6/2019,USD,15,Roger Alexander,45,Nipro ,Midwest,198,36,Clocks,3.000000,0.100000,3209.300000,2599.53,Wichita,Sedgwick County,KS,Kansas,City,37.692240,-97.337540,316.000000,389965.000000,150683.000000,45947.000000,415365564.000000,11294497.000000,America/Chicago
SO - 0004037,Online,WARE-UHY1004,5/15/2019,9/9/2019,9/17/2019,9/23/2019,USD,13,Todd Roberts,48,"Fenwal, Corp",West,241,43,Festive,3.000000,0.200000,2298.100000,1034.15,Manchester,Hillsborough County,NH,New Hampshire,City,42.995640,-71.454790,603.000000,110229.000000,45145.000000,54282.000000,85627013.000000,4850146.000000,America/New York
SO - 0004038,In-Store,WARE-NBV1002,5/15/2019,9/9/2019,9/13/2019,9/22/2019,USD,11,Joshua Little,44,Winthrop ,South,61,4,Serveware,7.000000,0.400000,3946.300000,1736.37,Rancho Cucamonga,San Bernardino County,CA,California,City,34.106400,-117.593110,909.000000,175236.000000,55240.000000,77396.000000,103562370.000000,24723.000000,America/Los Angeles
SO - 0004039,In-Store,WARE-NBV1002,5/15/2019,9/9/2019,9/25/2019,9/30/2019,USD,11,Joshua Little,23,E. Ltd,South,87,10,Blankets,6.000000,0.050000,3932.900000,2674.37,Visalia,Tulare County,CA,California,City,36.330230,-119.292060,559.000000,130104.000000,41730.000000,52157.000000,97057436.000000,51434.000000,America/Los Angeles
SO - 0004040,In-Store,WARE-UHY1004,5/15/2019,9/9/2019,9/29/2019,10/6/2019,USD,4,Chris Armstrong,35,Amylin Group,Northeast,244,27,Wreaths,7.000000,0.050000,1005.000000,572.85,Jersey City,Hudson County,NJ,New Jersey,City,40.728160,-74.077640,551.000000,264290.000000,99058.000000,59537.000000,38318201.000000,16417392.000000,America/New York
SO - 0004041,Wholesale,WARE-XYS1001,5/15/2019,9/9/2019,9/25/2019,9/26/2019,USD,28,Carlos Miller,7,New Ltd,West,58,11,Ornaments,8.000000,0.075000,2592.900000,1218.66,Palmdale,Los Angeles County,CA,California,City,34.579430,-118.116460,661.000000,158351.000000,42720.000000,52392.000000,274452754.000000,633935.000000,America/Los Angeles
SO - 0004042,Distributor,WARE-NMK1003,5/15/2019,9/9/2019,9/27/2019,9/30/2019,USD,23,Douglas Tucker,39,Victory Ltd,Midwest,105,9,Baseball,4.000000,0.050000,1145.700000,801.99,Hartford,Hartford County,CT,Connecticut,City,41.763710,-72.685090,959.000000,124006.000000,45239.000000,30630.000000,45016120.000000,1748078.000000,America/New York
SO - 0004043,In-Store,WARE-NMK1003,5/15/2019,9/9/2019,10/7/2019,10/10/2019,USD,1,Adam Hernandez,38,Ascend Ltd,Northeast,94,42,Bean Bags,7.000000,0.075000,1159.100000,475.23,Colorado Springs,El Paso County,CO,Colorado,City,38.833880,-104.821360,719.000000,456568.000000,174441.000000,54527.000000,506667557.000000,947196.000000,America/Denver
SO - 0004044,Online,WARE-PUJ1005,5/15/2019,9/9/2019,9/27/2019,9/29/2019,USD,13,Todd Roberts,4,ETUDE Ltd,West,265,38,Wardrobes,2.000000,0.200000,1092.100000,469.60,Islip,Suffolk County,NY,New York,Town,40.712580,-73.195520,631.000000,336113.000000,101387.000000,86864.000000,268844871.000000,153259682.000000,America/New York
SO - 0004045,Online,WARE-PUJ1005,5/15/2019,9/9/2019,9/24/2019,10/2/2019,USD,13,Todd Roberts,29,"Apotheca, Ltd",West,323,46,Sculptures,7.000000,0.075000,917.900000,578.28,Houston,Fort Bend County/Harris County/Montgomery County,TX,Texas,City,29.786640,-95.390900,832.000000,2296224.000000,814599.000000,46187.000000,1651228436.000000,73316071.000000,America/Chicago
SO - 0004046,In-Store,WARE-UHY1004,5/15/2019,9/9/2019,9/22/2019,9/23/2019,USD,11,Joshua Little,5,Procter Corp,South,251,37,Platters,1.000000,0.050000,261.300000,193.36,Henderson,Clark County,NV,Nevada,City,36.039700,-114.981940,702.000000,285667.000000,104492.000000,63120.000000,271160947.000000,1272345.000000,America/Los Angeles
SO - 0004047,Online,WARE-UHY1004,5/15/2019,9/9/2019,10/1/2019,10/8/2019,USD,19,Nicholas Cunningham,6,"PEDIFIX, Corp",South,225,41,Collectibles,1.000000,0.050000,1963.100000,1472.33,Springfield,Christian County/Greene County,MO,Missouri,City,37.194150,-93.291300,417.000000,166810.000000,71268.000000,33557.000000,213158276.000000,1530246.000000,America/Chicago
SO - 0004048,Distributor,WARE-NMK1003,5/15/2019,9/10/2019,9/18/2019,9/24/2019,USD,24,Roy Rice,11,Apollo Ltd,Midwest,91,35,Table Linens,1.000000,0.400000,5969.700000,2626.67,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688000,-104.689740,303.000000,359407.000000,124031.000000,53011.000000,397624166.000000,1731418.000000,America/Denver
SO - 0004049,Online,WARE-PUJ1005,5/15/2019,9/10/2019,9/25/2019,10/2/2019,USD,14,Paul Holmes,34,OUR Ltd,Midwest,286,35,Table Linens,8.000000,0.075000,3048.500000,1219.40,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.467080,-97.513660,405.000000,631346.000000,232254.000000,47779.000000,1570317627.000000,37245501.000000,America/Chicago
